id,screen_name,user_id,time,link,text,source,account_type,party,chamber,name,emotion_label,emotion_score,emotion_group
1346946951804309506,repmondaire,1345883634046279681,2021-01-06 22:29:13+00:00,https://www.twitter.com/RepMondaire/statuses/1346946951804309506,"Washington, DC is designed to be one of the most secure places on earth. That pro-Trump terrorists made it to the Speaker’s chair was a choice. Congress must ask who made that choice.",Twitter for iPhone,office,D,house,Mondaire Jones,neutral,0.46541669964790344,neutral
1346945010931965954,repmondaire,1345883634046279681,2021-01-06 22:21:30+00:00,https://www.twitter.com/RepMondaire/statuses/1346945010931965954,What we’ve seen today is beyond the pale. Domestic terrorists descended upon the U.S. Capitol.This is a last gasp for Donald Trump and his Republican co-conspirators in Congress. My statement:,Twitter for iPhone,office,D,house,Mondaire Jones,neutral,0.5148440003395081,neutral
1346931909276946432,repmondaire,1345883634046279681,2021-01-06 21:29:26+00:00,https://www.twitter.com/RepMondaire/statuses/1346931909276946432,I’ll co-sponsor this. Several of my colleagues have violated their oath of office and must be expelled for today’s ongoing violence and insurrection. I believe the Republican members of Congress who have incited this domestic terror attack through their attempts to overturn the election must face consequences. They have broken their sacred Oath of Office. I will be introducing a resolution calling for their expulsion.,Twitter for iPhone,office,D,house,Mondaire Jones,approval,0.5142383575439453,joy
1346927561939562497,repmondaire,1345883634046279681,2021-01-06 21:12:10+00:00,https://www.twitter.com/RepMondaire/statuses/1346927561939562497,"It’s not just the Republican QAnon Caucus. Every objector to today’s certification of Joe Biden’s election is a criminal co-conspirator for whom there must be consequences. Scene at the Capitol makes my blood boil. Lawless thugs attacking the building, while Cruz et al perform a charade for them inside.",Twitter for iPhone,office,D,house,Mondaire Jones,neutral,0.6281651854515076,neutral
1346915322385805322,repmondaire,1345883634046279681,2021-01-06 20:23:31+00:00,https://www.twitter.com/RepMondaire/statuses/1346915322385805322,Donald Trump has incited violence against the legislative branch of the United States Government and must be impeached again.,Twitter for iPhone,office,D,house,Mondaire Jones,anger,0.5004696846008301,anger
1346914429649223680,repmondaire,1345883634046279681,2021-01-06 20:19:59+00:00,https://www.twitter.com/RepMondaire/statuses/1346914429649223680,Thanks to everyone for checking on me. My staff and I are safe.,Twitter for iPhone,office,D,house,Mondaire Jones,gratitude,0.9501020908355713,joy
1346910379587358720,repmondaire,1345883634046279681,2021-01-06 20:03:53+00:00,https://www.twitter.com/RepMondaire/statuses/1346910379587358720,I could not have imagined a darker day for democracy.,Twitter for iPhone,office,D,house,Mondaire Jones,neutral,0.281730592250824,neutral
1346897155466948612,repmondaire,1345883634046279681,2021-01-06 19:11:20+00:00,https://www.twitter.com/RepMondaire/statuses/1346897155466948612,The Trump Administration has been hacked by Russia since January 2017. That changes on January 20th.,Twitter for iPhone,office,D,house,Mondaire Jones,neutral,0.7638934254646301,neutral
1346918200198443019,replaturner,1345850704800468993,2021-01-06 20:34:58+00:00,https://www.twitter.com/RepLaTurner/statuses/1346918200198443019,"The First Amendment guarantees the right of Americans to peacefully assemble, and I will always defend that right. This is un-American and an utter betrayal of that founding principle. This must stop now. #ks02 #ksleg",Twitter Web App,office,R,house,Jacob LaTurner,disapproval,0.3896407186985016,anger
1346918199355338754,replaturner,1345850704800468993,2021-01-06 20:34:57+00:00,https://www.twitter.com/RepLaTurner/statuses/1346918199355338754,"The lawless behavior at the U.S. Capitol is reprehensible and has no place in our country. This is a stain on American history, and I condemn it in the strongest possible terms.",Twitter Web App,office,R,house,Jacob LaTurner,disgust,0.330741822719574,disgust
1346925473767501833,repmann,1345825008887721986,2021-01-06 21:03:52+00:00,https://www.twitter.com/GOPLeader/statuses/1346924765232115712,RT What is unfolding is unacceptable and un-American. It has got to stop.,Twitter for iPhone,office,R,house,Tracey Mann,disapproval,0.7638015747070312,anger
1346918603271106561,repmann,1345825008887721986,2021-01-06 20:36:34+00:00,https://www.twitter.com/RepMann/statuses/1346918603271106561,I am a believer in the First Amendment and the right to peacefully protest. The violence at the Capitol now is unacceptable. My staff and I are safe. Thank you to all law enforcement working to keep the situation contained. Praying for our country.,Twitter for iPhone,office,R,house,Tracey Mann,gratitude,0.896331787109375,joy
1346904028438011906,repmmm,1345807954604412929,2021-01-06 19:38:39+00:00,https://www.twitter.com/RepMMM/statuses/1346904028438011906,You can protest and be peaceful.Storming government buildings and attacking law enforcement officers is unacceptable.My staff and me are safe and sheltering in place. United States Capitol Police saved my life.Attacks on law enforcement officers trying to do their jobs are never acceptable. Period.We can passionately protest without being violent.,Twitter Web App,office,R,house,Mariannette Miller-Meeks,approval,0.47953930497169495,joy
1346962061830610944,repbentz,1345788865911656454,2021-01-06 23:29:15+00:00,https://www.twitter.com/RepBentz/statuses/1346962061830610944,"As debate has been temporarily halted in the electoral process & we follow orders of to shelter in place, I am having many conversations w/ media outlets re: the incidents of today and the electoral certification process. We will resume! #OR02",Twitter for iPhone,office,R,house,Cliff Bentz,neutral,0.8522881865501404,neutral
1346914017332391941,repbentz,1345788865911656454,2021-01-06 20:18:20+00:00,https://www.twitter.com/RepBentz/statuses/1346914017332391941,Peaceful protest is essential to our society. Violent protest is not. I urge all to respect and allow Congress to resume deliberation in the electoral process #OR02,Twitter for iPhone,office,R,house,Cliff Bentz,approval,0.5190878510475159,joy
1346958948914626562,repharshbarger,1345787285179162624,2021-01-06 23:16:53+00:00,https://www.twitter.com/RepHarshbarger/statuses/1346958948914626562,"And to the brave men and women in the Capitol Police who protected us today- God bless you all, and thank you for your service.",Twitter Web App,office,R,house,Diana Harshbarger,gratitude,0.9824494123458862,joy
1346958760800002049,repharshbarger,1345787285179162624,2021-01-06 23:16:08+00:00,https://www.twitter.com/RepHarshbarger/statuses/1346958760800002049,"To my fellow Americans who are frustrated with the election results, we must let the objection process play out peacefully. We must never resort to violence to accomplish our objectives- that is contrary to how we do things in America.",Twitter Web App,office,R,house,Diana Harshbarger,disapproval,0.5825275182723999,anger
1346958382054449153,repharshbarger,1345787285179162624,2021-01-06 23:14:38+00:00,https://www.twitter.com/RepHarshbarger/statuses/1346958382054449153,Every American has the right to peacefully protest. What happened today was unacceptable. Those who broke into the Capitol and attacked our law enforcement should face the full consequences of the law.,Twitter Web App,office,R,house,Diana Harshbarger,disapproval,0.49109160900115967,anger
1346927689538674691,repharshbarger,1345787285179162624,2021-01-06 21:12:40+00:00,https://www.twitter.com/GOPLeader/statuses/1346924765232115712,RT What is unfolding is unacceptable and un-American. It has got to stop.,Twitter for iPhone,office,R,house,Diana Harshbarger,disapproval,0.7638015747070312,anger
1346913075144790018,repharshbarger,1345787285179162624,2021-01-06 20:14:36+00:00,https://www.twitter.com/RepHarshbarger/statuses/1346913075144790018,"As Americans, we are better than the violence occurring today on Capitol Hill. We all have our first amendment right to peacefully protest the certification of election results, and should exercise it when warranted. Violence like this is never acceptable",Twitter for iPhone,office,R,house,Diana Harshbarger,disapproval,0.5889874696731567,anger
1346907317850296321,repbobgood,1345536897838436353,2021-01-06 19:51:43+00:00,https://www.twitter.com/RepBobGood/statuses/1346907317850296321,"Every American has a precious constitutional right to protest. Violence is never the answer. I am calling on everyone, especially Virginians and #VA05 to please protest peacefully. We are thankful for Capitol Police who are courageously doing their jobs to keep everyone safe.",Twitter Web App,office,R,house,Robert Good,gratitude,0.873879611492157,joy
1346952817924329477,repnikema,1345461797361504259,2021-01-06 22:52:31+00:00,https://www.twitter.com/RepNikema/statuses/1346952817924329477,Congratulations to Senators-elect Raphael Warnock and Jon Ossoff! I’m excited to welcome two Senators to Congress who will work with me on behalf of all Georgians.,Twitter Web App,office,D,house,Nikema Williams,excitement,0.8243718147277832,joy
1346915857700691976,repnikema,1345461797361504259,2021-01-06 20:25:39+00:00,https://www.twitter.com/RepNikema/statuses/1346915857700691976,I'm safe. Capitol buildings are on lockdown.,Twitter Web App,office,D,house,Nikema Williams,neutral,0.21789368987083435,neutral
1346902500574699521,repteresalf,1345147845926670337,2021-01-06 19:32:35+00:00,https://www.twitter.com/RepTeresaLF/statuses/1346902500574699521,"We are on lockdown, but safe right now, and firm in our determination to certify the election for the people, by the people.Violent thugs encouraged by a desperate loser won’t get their way.",Twitter for iPhone,office,D,house,Teresa Fernandez,neutral,0.46080121397972107,neutral
1346902938560700416,repfeenstra,1345135363761852416,2021-01-06 19:34:19+00:00,https://www.twitter.com/RepFeenstra/statuses/1346902938560700416,"It's every American's right to protest peacefully. Violence is never the answer. Thank you Capitol Police for working today & every day to keep us safeIf you or someone you know are a part of the protest, please remain peaceful & ask others to do the same. The world is watching",Twitter for Android,office,R,house,Randy Feenstra,gratitude,0.9621841311454773,joy
1346925343727177728,repsarajacobs,1345103905869455361,2021-01-06 21:03:21+00:00,https://www.twitter.com/RepSaraJacobs/statuses/1346925343727177728,My staff and I are safe. The Capitol complex remains on lockdown and everyone should stay clear of the area.,Twitter Web App,office,D,house,Sara Jacobs,caring,0.7405180335044861,moral
1346910744814604292,reprosendale,1344751420139040783,2021-01-06 20:05:20+00:00,https://www.twitter.com/RepRosendale/statuses/1346910744814604292,I am safe and so is my staff. I condemn political violence of any kind. There is a peaceful process to resolve this which is what we were attempting to do. Thank you to the Capitol Police for keeping us safe.,Twitter for iPhone,office,R,house,Matthew Rosendale,gratitude,0.9660354256629944,joy
